34.700682782493146, -86.77769784143946
34.70194332326575, -86.77743980403669
34.70270276295278, -86.77713074210092
34.703143176332816, -86.77685916802346
34.703581483926754, -86.7770319306426
34.70465827220388, -86.77691493713533
34.705214956623784, -86.77673955840187
34.70609801954277, -86.77663509630847
34.70635501484288, -86.77625027633185
34.70714607418406, -86.77572084253082
34.708016632056236, -86.77609115893844
34.70838619383807, -86.77643854181844
34.70894653497185, -86.77648085665089
34.70934261634854, -86.77650189441187
34.7101947302675, -86.77695144873672
34.71046195830336, -86.77740550093917
34.71116440894485, -86.77740921627037
34.71310096466666, -86.77888641441868
34.713143151394874, -86.77959787353333
34.71388923638512, -86.78022159053157
34.71476944506111, -86.78003447899081
34.71571475340053, -86.78051953866043
34.7166747917935, -86.7800863456578
34.71725709171193, -86.78074035861378
34.71769011679508, -86.78064696840674
34.71843220612479, -86.78076400114934
34.71849328314359, -86.78073613620985
34.71884166420839, -86.78021720937616
34.72077412868179, -86.78032138718568
34.72131351318062, -86.78262391194403
